DATA_LANCAMENTO_OBRA;TITULO_ORIGINAL;CPB_ROE;TIPO_OBRA;PAIS_OBRA;PUBLICO_TOTAL;RENDA_TOTAL;RAZAO_SOCIAL_DISTRIBUIDORA;REGISTRO_DISTRIBUIDORA;CNPJ_DISTRIBUIDORA
09/06/2022;TILL DEATH;E2200161700000;FICÇÃO;ESTADOS UNIDOS;26064;R$ 501.096,96;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
05/06/2022;TOADA PARA JOSÉ SIQUEIRA;B2200181800000;DOCUMENTÁRIO;BRASIL;139;R$ 825,00;COMPLO PRODUCOES E OFICINAS LTDA - ME;16669;08.035.861/0001-17
02/06/2022;1982 (NINETEEN EIGHTY TWO);E2200109600000;FICÇÃO;FRANÇA;3505;R$ 63.770,13;ESCARLATE CONTEÚDO AUDIOVISUAL E EXPERIENCIAS CRIATIVAS LTDA - ME;29173;13.029.754/0001-16
02/06/2022;BABARDEALA CU BUCLUC SAU PORNO BALAMUC;E2200173600000;FICÇÃO;LUXEMBURGO;9535;R$ 167.528,19;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
02/06/2022;BONNE MÈRE;E2200156200000;FICÇÃO;FRANÇA;598;R$ 6.686,42;ZETA FILMES LTDA;22936;02.469.679/0001-98
02/06/2022;JURASSIC WORLD: DOMINION;E2200126300000;FICÇÃO;ESTADOS UNIDOS;3958139;R$ 77.154.699,85;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
02/06/2022;TOUT S'EST BIEN PASSÉ;E2200156600000;FICÇÃO;BÉLGICA;2992;R$ 53.824,20;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
26/05/2022;FATHER STU;E2200057000000;FICÇÃO;ESTADOS UNIDOS;13947;R$ 276.003,11;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
26/05/2022;O ÚLTIMO PAÍS;B1800228100000;DOCUMENTÁRIO;BRASIL;34;R$ 621,00;BUREAU DE COMUNICAÇÃO E EVENTOS LTDA;14054;79.873.451/0001-93
26/05/2022;O ÚLTIMO PAÍS;B1800228100000;DOCUMENTÁRIO;BRASIL;231;R$ 2.108,00;IVAN CARLOS DE MELO PRODUÇÕES CULTURAIS ME;38413;08.874.674/0001-27
26/05/2022;SUZANNE DAVEAU;E2200115300000;DOCUMENTÁRIO;PORTUGAL;33;R$ 455,33;BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP;19243;39.079.678/0001-47
26/05/2022;TANTAS ALMAS;B2100148000000;FICÇÃO;BRASIL;604;R$ 5.042,01;VITRINE FILMES LTDA;16713;11.620.976/0001-83
26/05/2022;TOP GUN: MAVERICK;E2200152800000;FICÇÃO;CHINA;5065064;R$ 110.484.570,60;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
19/05/2022;A FELICIDADE DAS COISAS;B2200146400000;FICÇÃO;BRASIL;1455;R$ 19.255,56;EMBAUBA FILMES LTDA;23638;15.144.532/0001-70
19/05/2022;AMIGOS DE RISCO;B1201566500000;FICÇÃO;BRASIL;1004;R$ 8.002,25;INQUIETA CINEMA CULTURA E COMUNICAÇÃO LTDA - ME;29984;21.805.885/0001-76
19/05/2022;DOG;E2200109400000;FICÇÃO;ESTADOS UNIDOS;30100;R$ 561.583,75;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
19/05/2022;FIRESTARTER;E2200127000000;FICÇÃO;ESTADOS UNIDOS;31981;R$ 571.866,63;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
19/05/2022;MISS;E2200150700000;FICÇÃO;BÉLGICA;2151;R$ 36.983,19;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
19/05/2022;O PAI DA RITA;B2200080600000;FICÇÃO;BRASIL;1210;R$ 18.530,65;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;63;67.431.718/0001-03
19/05/2022;PRESQUE;E2200134700000;FICÇÃO;FRANÇA;2552;R$ 47.985,43;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
19/05/2022;PUREZA;B1900572600000;FICÇÃO;BRASIL;16799;R$ 280.831,94;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;4904;07.616.202/0001-01
19/05/2022;QUATRO AMIGAS NUMA FRIA;B2100322700000;FICÇÃO;BRASIL;14241;R$ 261.430,83;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
19/05/2022;SE EU CONTAR, VOCÊ ESCUTA ?;B2200154700000;DOCUMENTÁRIO;BRASIL;539;R$ 3.003,64;T'AI CRIAÇÃO E PRODUÇÃO LTDA;4885;07.110.153/0001-30
19/05/2022;THE MEDIUM;E2200135400000;FICÇÃO;CORÉIA DO SUL;68303;R$ 1.313.458,30;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
12/05/2022;ARTHUR RAMBO;E2200161800000;FICÇÃO;FRANÇA;822;R$ 10.527,81;VITRINE FILMES LTDA;16713;11.620.976/0001-83
12/05/2022;BLACK WATER: ABYSS;E2000553700000;FICÇÃO;AUSTRÁLIA;12120;R$ 224.723,45;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
12/05/2022;MEU AMIGÃOZÃO - O FILME;B2200050700000;ANIMAÇÃO;BRASIL;17057;R$ 354.629,14;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;63;67.431.718/0001-03
12/05/2022;O TREM DA UTOPIA;B2100017600000;DOCUMENTÁRIO;BRASIL;91;R$ 1.413,13;E.H. FILMES LTDA;461;00.338.948/0001-51
12/05/2022;ONDE DORMEM OS SONHOS;B2000003600000;DOCUMENTÁRIO;BRASIL;56;R$ 347,70;LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA;22808;05.249.852/0001-30
12/05/2022;THE NORTHMAN;E2200083700000;FICÇÃO;ESTADOS UNIDOS;273198;R$ 5.855.215,32;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
12/05/2022;THE UNBEARABLE WEIGHT OF MASSIVE TALENT;E2200088600000;FICÇÃO;ESTADOS UNIDOS;25958;R$ 538.996,39;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
12/05/2022;ÁGUAS SELVAGENS;B1900245500000;FICÇÃO;ARGENTINA;1037;R$ 21.043,87;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
10/05/2022;QUATRO ASES O MONUMENTAL SUPER HERÓI DE ALVORADA;B2200414500000;DOCUMENTÁRIO;BRASIL;5910;R$ 41.170,00;LUCIANO DA LUZ MOUCKS;2985;02.743.258/0001-03
05/05/2022;DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS;E2200135700000;FICÇÃO;ESTADOS UNIDOS;8489568;R$ 169.430.379,36;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
05/05/2022;KLONDIKE;E2200131000000;FICÇÃO;TURQUIA;1044;R$ 18.409,83;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
05/05/2022;LA FRACTURE;E2200130900000;FICÇÃO;FRANÇA;4128;R$ 73.570,63;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
05/05/2022;MIRADOR;B2100367600000;FICÇÃO;BRASIL;504;R$ 5.737,27;OLHAR DISTRIBUICAO DE FILMES LTDA;37242;28.083.221/0001-90
05/05/2022;REBENTO;B1900037400000;FICÇÃO;BRASIL;521;R$ 3.305,00;LUZ E MISTERIO PRODUCOES ARTISTICAS LTDA;34166;20.929.082/0001-60
05/05/2022;ROGAI POR NÓS;B2000365500000;DOCUMENTÁRIO;BRASIL;11;R$ 244,75;FILM CONNECTION DISTRIBUIDORA DE FILMES LTDA;5587;07.819.481/0001-00
28/04/2022;A JOURNAL FOR JORDAN;E2200056800000;FICÇÃO;ESTADOS UNIDOS;227;R$ 4.411,98;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
28/04/2022;DETETIVES DO PRÉDIO AZUL 3 - UMA AVENTURA NO FIM DO MUNDO;B2100018500000;FICÇÃO;BRASIL;429999;R$ 8.263.390,15;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
28/04/2022;DIAVLO;E2200122000000;FICÇÃO;COLÔMBIA;3554;R$ 65.961,32;CINECOLOR DO BRASIL LTDA;2631;05.332.959/0001-48
28/04/2022;DOWNTON ABBEY: A NEW ERA;E2200025600000;FICÇÃO;ESTADOS UNIDOS;18662;R$ 453.879,29;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
28/04/2022;INCOMPATÍVEL;B1900571100000;FICÇÃO;BRASIL;1977;R$ 41.012,67;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
28/04/2022;JUJUTSU KAISEN 0: THE MOVIE;E2200065700000;ANIMAÇÃO;JAPÃO;267629;R$ 4.942.629,55;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
28/04/2022;LES OLYMPIADES, PARIS 13E;E2200131100000;FICÇÃO;FRANÇA;2256;R$ 35.453,82;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
28/04/2022;MATAR A LA BESTIA;B2100266400000;FICÇÃO;ARGENTINA;747;R$ 5.822,95;VITRINE FILMES LTDA;16713;11.620.976/0001-83
28/04/2022;UNE HISTOIRE D’AMOUR ET DE DÉSIR;E2200080200000;FICÇÃO;FRANÇA;154;R$ 3.384,58;BONFILM PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA;14462;10.383.039/0001-99
21/04/2022;FLEE;E2200130800000;ANIMAÇÃO;DINAMARCA;4763;R$ 81.014,53;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
21/04/2022;NUNCA FOMOS TÃO MODERNOS;B1900026800000;FICÇÃO;BRASIL;294;R$ 6.617,57;PIPA NATIVA PRODUÇÃO CULTURAL LTDA;5467;05.933.574/0001-36
21/04/2022;THE LOST CITY;E2200099800000;FICÇÃO;ESTADOS UNIDOS;492000;R$ 9.706.902,94;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
21/04/2022;UN TRIOMPHE;E2200118300000;FICÇÃO;FRANÇA;5968;R$ 107.181,29;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
14/04/2022;FANTASTIC BEASTS: THE SECRETS OF DUMBLEDORE;E2200083800000;FICÇÃO;ESTADOS UNIDOS;2499738;R$ 48.970.423,34;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
14/04/2022;LOLA VERS LA MER;E2200128900000;FICÇÃO;BÉLGICA;161;R$ 1.729,00;CSF DISTRIBUIDORA & STREAMING LTDA;50343;39.493.419/0001-68
14/04/2022;MEDIDA PROVISÓRIA;B2100259000000;FICÇÃO;BRASIL;471639;R$ 8.387.232,16;ELO AUDIOVISUAL SERVIÇOS LTDA;5672;07.700.630/0001-18
14/04/2022;MEU TRICOLOR DE AÇO 2 - UM SONHO QUE LIBERTA;B2200123100000;DOCUMENTÁRIO;BRASIL;976;R$ 12.263,00;LUZ PRODUÇÕES CINEMATOGRÁFICAS LTDA.;1591;00.975.333/0001-36
14/04/2022;O TRAIDOR;B2200089800000;FICÇÃO;BRASIL;3127;R$ 55.815,70;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
14/04/2022;VITALINA VARELA;E1900563400000;FICÇÃO;PORTUGAL;879;R$ 9.728,73;ZETA FILMES LTDA;22936;02.469.679/0001-98
07/04/2022;A MESMA PARTE DE UM HOMEM;B2000523200000;FICÇÃO;BRASIL;683;R$ 8.719,86;OLHAR DISTRIBUICAO DE FILMES LTDA;37242;28.083.221/0001-90
07/04/2022;BOÎTE NOIRE;E2200079900000;FICÇÃO;BÉLGICA;743;R$ 13.659,33;BONFILM PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA;14462;10.383.039/0001-99
07/04/2022;MAR DE DENTRO;B2100445800000;FICÇÃO;BRASIL;768;R$ 9.179,80;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
07/04/2022;SONIC THE HEDGEHOG 2;E2200087300000;FICÇÃO;ESTADOS UNIDOS;3200333;R$ 57.492.384,68;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
07/04/2022;THE PACT;E2200055700000;FICÇÃO;BÉLGICA;1786;R$ 33.167,83;A2 DISTRIBUIDORA DE FILMES LTDA EPP;34811;18.338.912/0001-33
07/04/2022;TRE PIANI;E2200016700000;FICÇÃO;FRANÇA;7866;R$ 156.263,07;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
31/03/2022;1999 - A CONQUISTA DA AMÉRICA;B2200063900000;DOCUMENTÁRIO;BRASIL;1122;R$ 17.189,94;ELO AUDIOVISUAL SERVIÇOS LTDA;5672;07.700.630/0001-18
31/03/2022;ALEMÃO 2;B2200048000000;FICÇÃO;BRASIL;39952;R$ 764.642,91;VITRINE FILMES LTDA;16713;11.620.976/0001-83
31/03/2022;MATEÍNA;B2100119800000;FICÇÃO;BRASIL;884;R$ 12.273,43;LANCA DISTRIBUIDORA DE FILMES LTDA;25115;18.384.267/0001-95
31/03/2022;MORBIUS;E2000066700000;FICÇÃO;ESTADOS UNIDOS;1262917;R$ 23.488.449,08;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
31/03/2022;O PRESIDENTE IMPROVÁVEL;B2200054000000;DOCUMENTÁRIO;BRASIL;414;R$ 8.010,73;BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP;19243;39.079.678/0001-47
31/03/2022;OOOPS! THE ADVENTURE CONTINUES;E2200021000000;ANIMAÇÃO;IRLANDA;29702;R$ 567.014,27;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
31/03/2022;PAJEÚ;B2000255000000;DOCUMENTÁRIO;BRASIL;642;R$ 6.755,35;EMBAUBA FILMES LTDA;23638;15.144.532/0001-70
24/03/2022;AMBULANCE;E2200025700000;FICÇÃO;ESTADOS UNIDOS;151129;R$ 2.836.639,16;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
24/03/2022;GAFAS AMARILLAS;B2000297100000;FICÇÃO;BRASIL;30;R$ 205,20;LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA;22808;05.249.852/0001-30
24/03/2022;GARÇON CHIFFON;E2200105600000;FICÇÃO;FRANÇA;1017;R$ 16.228,19;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
24/03/2022;ME TIRA DA MIRA;B2200049700000;FICÇÃO;BRASIL;36375;R$ 651.415,04;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
24/03/2022;MÉDICIN DE NUIT;E2200080100000;FICÇÃO;FRANÇA;1495;R$ 24.680,76;BONFILM PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA;14462;10.383.039/0001-99
24/03/2022;SUPAI NO TSUMA;E2100412600000;FICÇÃO;JAPÃO;1545;R$ 25.144,45;ZETA FILMES LTDA;22936;02.469.679/0001-98
24/03/2022;THE WORST PERSON IN THE WORLD;E2200072200000;FICÇÃO;DINAMARCA;52620;R$ 1.075.925,98;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
23/03/2022;TAMBORES DA DIÁSPORA;B2100484900000;DOCUMENTÁRIO;BRASIL;216;R$ 3.278,45;KALAKUTA PRODUÇÕES ARTÍSTICAS LTDA - EPP;41411;31.259.097/0001-85
17/03/2022;A ESPERA DE LIZ;B2000294200000;FICÇÃO;BRASIL;56;R$ 640,00;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
17/03/2022;DAS VORSPIEL;E2200054900000;FICÇÃO;ALEMANHA;538;R$ 4.095,00;CSF DISTRIBUIDORA & STREAMING LTDA;50343;39.493.419/0001-68
17/03/2022;DRIVE MY CAR;E2200082000000;FICÇÃO;JAPÃO;35951;R$ 693.757,17;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;63;67.431.718/0001-03
17/03/2022;FILME ENSAIO;B1800480100000;DOCUMENTÁRIO;BRASIL;26;R$ 216,60;LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA;22808;05.249.852/0001-30
17/03/2022;MÉNAGE;B2000254900000;FICÇÃO;BRASIL;715;R$ 11.169,04;LIRA FILMES PRODUÇÕES LTDA ME;28406;21.054.261/0001-64
17/03/2022;STUDIO 666;E2200057100000;FICÇÃO;ESTADOS UNIDOS;1326;R$ 31.371,60;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
17/03/2022;SWINGUEIRA;B2100326700000;DOCUMENTÁRIO;BRASIL;57;R$ 505,00;LABAV LABORATORIO AUDIOVISUAL LTDA;36329;18.729.607/0001-72
17/03/2022;TARSILINHA;B2000065800000;ANIMAÇÃO;BRASIL;7907;R$ 143.306,19;H2O DISTRIBUIDORA DE FILMES LTDA;21541;15.372.472/0001-42
17/03/2022;THE BAD GUYS;E2200025500000;ANIMAÇÃO;ESTADOS UNIDOS;505641;R$ 9.141.991,98;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
17/03/2022;THE BANISHING;E2200024400000;FICÇÃO;REINO UNIDO;82343;R$ 1.462.706,84;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
17/03/2022;VALE NIGHT;B2200040500000;FICÇÃO;BRASIL;10844;R$ 188.089,51;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
12/03/2022;BTS PERMISSION TO DANCE ON STAGE - SEOUL: LIVE VIEWING;E2200081900000;VÍDEOMUSICAL;CORÉIA DO SUL;71640;R$ 3.011.330,28;CINECOLOR DO BRASIL LTDA;2631;05.332.959/0001-48
10/03/2022;BELFAST;E2100524100000;FICÇÃO;ESTADOS UNIDOS;55714;R$ 1.327.310,46;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
10/03/2022;BLACKLIGHT;E2200016300000;FICÇÃO;AUSTRÁLIA;79336;R$ 1.531.930,36;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
10/03/2022;FABIAN GOING TO THE DOGS;E2200063500000;FICÇÃO;ALEMANHA;537;R$ 6.423,23;ZETA FILMES LTDA;22936;02.469.679/0001-98
10/03/2022;SWORD ART ONLINE: PROGRESSIVE MOVIE - HOSHI NAKI YORU NO ARIA;E2200036300000;ANIMAÇÃO;JAPÃO;7153;R$ 146.494,44;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
10/03/2022;VISÕES DO IMPÉRIO;E2200038800000;DOCUMENTÁRIO;PORTUGAL;55;R$ 846,87;BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP;19243;39.079.678/0001-47
03/03/2022;JUMP, DARLING;E2200047400000;FICÇÃO;CANADÁ;545;R$ 10.155,47;A2 DISTRIBUIDORA DE FILMES LTDA EPP;34811;18.338.912/0001-33
03/03/2022;PETITE MAMAN;E2100458200000;FICÇÃO;FRANÇA;2172;R$ 35.682,66;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
03/03/2022;THE BATMAN;E2200036200000;FICÇÃO;ESTADOS UNIDOS;5899288;R$ 114.936.798,13;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
24/02/2022;ADIEU LES CONS;E2200065600000;FICÇÃO;FRANÇA;1630;R$ 28.250,72;CINEMATOGRÁFICA POLIFILMES LTDA-ME;2550;60.469.871/0001-80
24/02/2022;BERGMAN ISLAND;E2200041200000;FICÇÃO;ALEMANHA;4817;R$ 66.879,75;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
24/02/2022;FIREHEART;E2100534500000;ANIMAÇÃO;CANADÁ;215165;R$ 4.041.591,55;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
24/02/2022;TRANSVERSAIS;B2100487400000;DOCUMENTÁRIO;BRASIL;478;R$ 6.728,17;DEBERTON FILMES E PRODUCOES LTDA;16822;07.202.193/0001-02
17/02/2022;A JAULA;B2100498100000;FICÇÃO;BRASIL;22967;R$ 394.715,60;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
17/02/2022;FORA DE CENA;B2100154900000;FICÇÃO;BRASIL;146;R$ 2.334,70;KINOPUS AUDIOVISUAL LTDA - ME;4021;06.236.625/0001-33
17/02/2022;LICORICE PIZZA;E2100524300000;FICÇÃO;ESTADOS UNIDOS;56018;R$ 1.223.146,67;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
17/02/2022;PRIMAVERA;B1700247000000;FICÇÃO;BRASIL;483;R$ 7.247,21;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;63;67.431.718/0001-03
17/02/2022;RIO DE VOZES;B1900332300000;DOCUMENTÁRIO;BRASIL;786;R$ 7.301,02;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
17/02/2022;UNCHARTED;E2100542400000;FICÇÃO;ESTADOS UNIDOS;1488816;R$ 27.300.277,85;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
10/02/2022;C'MON C'MON;E2100407500000;FICÇÃO;ESTADOS UNIDOS;12862;R$ 267.117,29;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
10/02/2022;DEATH ON THE NILE;E2000343400000;FICÇÃO;ESTADOS UNIDOS;310962;R$ 6.921.294,62;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
10/02/2022;DÉLICIEUX;E2200022200000;FICÇÃO;BÉLGICA;2083;R$ 39.777,00;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
10/02/2022;MARRY ME;E2000411700000;FICÇÃO;ESTADOS UNIDOS;58035;R$ 1.077.117,79;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
10/02/2022;THE BEATLES GET BACK: THE ROOFTOP CONCERT;E2200022600000;DOCUMENTÁRIO;ESTADOS UNIDOS;4970;R$ 163.406,90;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
10/02/2022;THE EXORCISM OF GOD;E2200016500000;FICÇÃO;ESTADOS UNIDOS;394981;R$ 6.896.232,78;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
10/02/2022;THE WOMAN WHO RAN;E2100483100000;FICÇÃO;CORÉIA DO SUL;2240;R$ 33.327,97;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
03/02/2022;GULLIVER RETURNS;E2100201500000;ANIMAÇÃO;UCRÂNIA;35655;R$ 600.272,37;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
03/02/2022;MADRES PARALELAS;E2200016400000;FICÇÃO;ESPANHA;26164;R$ 502.696,65;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;63;67.431.718/0001-03
03/02/2022;MOONFALL;E2100554100000;FICÇÃO;CANADÁ;482381;R$ 8.639.091,99;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
03/02/2022;TÔ RYCA! 2;B2200003500000;FICÇÃO;BRASIL;522782;R$ 8.598.477,11;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;4904;07.616.202/0001-01
27/01/2022;BELLE: THE DRAGON AND THE FRECKLED PRINCESS;E2100523100000;ANIMAÇÃO;JAPÃO;5031;R$ 92.809,89;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
27/01/2022;EM BUSCA DO U-513;B2000065400000;DOCUMENTÁRIO;BRASIL;14;R$ 268,78;SCHÜRMANN PRODUÇÕES CINEMATOGRÁFICAS LTDA;7132;00.132.102/0001-60
27/01/2022;FORTALEZA HOTEL;B2100105600000;FICÇÃO;BRASIL;1321;R$ 12.295,14;VITRINE FILMES LTDA;16713;11.620.976/0001-83
27/01/2022;LUNANA, A YAK IN THECLASSROOM;E2200013400000;FICÇÃO;BUTÃO;20278;R$ 338.836,84;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
27/01/2022;NIGHTMARE ALLEY;E2100518400000;FICÇÃO;ESTADOS UNIDOS;83746;R$ 1.927.890,80;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
27/01/2022;PASSAGEM SECRETA;B2000100300000;FICÇÃO;BRASIL;58;R$ 1.241,16;A2 DISTRIBUIDORA DE FILMES LTDA EPP;34811;18.338.912/0001-33
27/01/2022;SPENCER;E2100412100000;FICÇÃO;ALEMANHA;108904;R$ 2.573.729,06;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
27/01/2022;SUMMER OF SOUL (...OR, WHEN THE REVOLUTION COULD NOT BE TELEVISED);E2100468400000;DOCUMENTÁRIO;ESTADOS UNIDOS;6100;R$ 86.657,81;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
20/01/2022;I NEVER CRY;E2100468300000;FICÇÃO;IRLANDA;2370;R$ 39.180,33;ARTEPLEX DISTRIBUIDORA LTDA;41991;31.694.954/0001-75
20/01/2022;THE 355;E2100409400000;FICÇÃO;CHINA;70567;R$ 1.289.172,30;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
13/01/2022;BENEDETTA;E2100515700000;FICÇÃO;FRANÇA;16884;R$ 298.082,72;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
13/01/2022;JUNTOS E ENROLADOS;B2100532300000;FICÇÃO;BRASIL;250131;R$ 4.308.595,98;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
13/01/2022;SCREAM;E2100516900000;FICÇÃO;ESTADOS UNIDOS;913362;R$ 15.854.700,10;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
06/01/2022;MY HERO ACADEMIA: WORLD HEROES' MISSION;E2100529300000;ANIMAÇÃO;JAPÃO;29932;R$ 555.226,68;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
06/01/2022;RIFKIN´S FESTIVAL;E2100287700000;FICÇÃO;ESPANHA;28260;R$ 683.094,48;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
06/01/2022;SING 2;E2100492600000;ANIMAÇÃO;ESTADOS UNIDOS;1616947;R$ 26.638.853,31;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
